position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 1st Scottish Parliament,Trish Godman,Q2057190,1999-05-06,2003-03-31,female,1939-10-31,2019-07-21,,Trish Godman
Member of the 1st Scottish Parliament,Paul Martin,Q2061163,1999-05-06,2003-03-31,male,1967-03-17,,PaulMartinMSP20110511.JPG,Paul Martin (Scottish politician)
Member of the 1st Scottish Parliament,Pauline McNeill,Q2063795,1999-05-06,2003-03-31,female,1962-09-12,,Pauline McNeill.jpg,Pauline McNeill
Member of the 1st Scottish Parliament,Peter Peacock,Q2077496,1999-05-06,2003-03-31,male,1952-05-27,,Peter Peacock.jpg,Peter Peacock
Member of the 1st Scottish Parliament,Richard Simpson,Q2150619,1999-05-06,2003-03-31,male,1942-10-22,,RichardSimpsonMSP20110511.JPG,Richard Simpson (Scottish politician)
Member of the 1st Scottish Parliament,Robert Brown,Q2156625,1999-05-06,2003-03-31,male,1947-12-25,,Robert Brown (Scottish Government).jpg,Robert Brown (Scottish politician)
Member of the 1st Scottish Parliament,Ross Finnie,Q2167587,1999-05-06,2003-03-31,male,1947-02-11,,Ross Finnie.jpg,Ross Finnie
Member of the 1st Scottish Parliament,Sam Galbraith,Q2216457,1999-05-06,2001-05-14,male,1945-10-18,2014-08-18,,Sam Galbraith
Member of the 1st Scottish Parliament,Sylvia Jackson,Q2374216,1999-05-06,2003-03-31,female,1946-12-03,,,Sylvia Jackson
Member of the 1st Scottish Parliament,Michael McMahon,Q2439870,1999-05-06,2003-03-31,male,1961-09-18,,MichaelMcMahon5715448629 0404153e04 o.jpg,Michael McMahon (Scottish politician)
Member of the 1st Scottish Parliament,Ben Wallace,Q263166,1999-05-06,2003-03-31,male,1970-05-15,,Official portrait of Rt Hon Ben Wallace MP crop 2.jpg,Ben Wallace (politician)
Member of the 1st Scottish Parliament,Alex Johnstone,Q2641395,1999-05-06,2003-03-31,male,1961-07-31,2016-12-07,AlexJohnstoneMSP20110509.JPG,Alex Johnstone
Member of the 1st Scottish Parliament,Allan Wilson,Q2648077,1999-05-06,2003-03-31,male,1954-08-05,,Allan Wilson.jpg,Allan Wilson (Scottish politician)
Member of the 1st Scottish Parliament,Margaret Curran,Q291748,1999-05-06,2003-03-31,female,1958-11-24,,MargaretCurranMP.jpg,Margaret Curran
Member of the 1st Scottish Parliament,Elaine Smith,Q305347,1999-05-06,2003-03-31,female,1963-05-07,,ElaineSmithMSPPortrait.jpg,Elaine Smith (Scottish politician)
Member of the 1st Scottish Parliament,Donald Dewar,Q333158,1999-05-06,2000-10-11,male,1937-08-21,2000-10-11,Donald Dewar First Minister.jpg,Donald Dewar
Member of the 1st Scottish Parliament,David Mundell,Q333520,1999-05-06,2003-03-31,male,1962-05-27,,Official portrait of Rt Hon David Mundell MP crop 2.jpg,David Mundell
Member of the 1st Scottish Parliament,"Nicol Stephen, Baron Stephen",Q333630,1999-05-06,2003-03-31,male,1960-03-23,,Nicol Stephen.jpg,Nicol Stephen
Member of the 1st Scottish Parliament,"James Douglas-Hamilton, Baron Selkirk of Douglas",Q333795,1999-05-06,2003-03-31,male,1942-07-31,,Official portrait of Lord Selkirk of Douglas crop 2.jpg,"James Douglas-Hamilton, Baron Selkirk of Douglas"
Member of the 1st Scottish Parliament,Phil Gallie,Q333800,1999-05-06,2003-03-31,male,1939-06-03,2011-01-24,,Phil Gallie
Member of the 1st Scottish Parliament,"Jim Wallace, Baron Wallace of Tankerness",Q333807,1999-05-06,2003-03-31,male,1954-08-25,,"Official portrait of Lord Wallace of Tankerness crop 2, 2019.jpg","Jim Wallace, Baron Wallace of Tankerness"
Member of the 1st Scottish Parliament,John Swinney,Q333811,1999-05-06,2003-03-31,male,1964-04-13,,Official Portrait of John Swinney.jpg,John Swinney
Member of the 1st Scottish Parliament,Henry McLeish,Q333820,1999-05-06,2003-03-31,male,1948-06-15,,"Official Portrait of Henry McLeish, 2000.jpg",Henry McLeish
Member of the 1st Scottish Parliament,Margaret Ewing,Q333903,1999-05-06,2003-03-31,female,1945-09-01,2006-03-21,,Margaret Ewing
Member of the 1st Scottish Parliament,Roseanna Cunningham,Q333953,1999-05-06,2003-03-31,female,1951-07-27,,Roseanna Cunningham.jpg,Roseanna Cunningham
Member of the 1st Scottish Parliament,Andrew Welsh,Q334000,1999-05-06,2003-03-31,male,1944-04-19,2021-06-18,,Andrew Welsh (politician)
Member of the 1st Scottish Parliament,Winnie Ewing,Q334015,1999-05-06,2003-03-31,female,1929-07-10,,,Winnie Ewing
Member of the 1st Scottish Parliament,Donald Gorrie,Q334137,1999-05-06,2003-03-31,male,1933-04-02,2012-08-25,,Donald Gorrie
Member of the 1st Scottish Parliament,Margo MacDonald,Q334376,1999-05-06,2003-01-28,female,1943-04-19,2014-04-04,MargoMacDonaldMSP20111121.jpg,Margo MacDonald
Member of the 1st Scottish Parliament,George Reid,Q334480,1999-05-06,2003-03-31,male,1939-06-04,,George reid msp.jpg,George Reid (Scottish politician)
Member of the 1st Scottish Parliament,Adam Ingram,Q349826,1999-05-06,2003-03-31,male,1951-05-01,,"Adam Ingram, Minister for Children and Early Years (2).jpg",Adam Ingram (SNP politician)
Member of the 1st Scottish Parliament,Shona Robison,Q444675,1999-05-06,2003-03-31,female,1966-05-26,,"Cabinet Secretary, Shona Robison, 2021.jpg",Shona Robison
Member of the 1st Scottish Parliament,Sandra White,Q466861,1999-05-06,2003-03-31,female,1951-08-17,,SandraWhiteMSP20110510.JPG,Sandra White
Member of the 1st Scottish Parliament,Linda Fabiani,Q467097,1999-05-06,2003-03-31,female,1956-12-14,,Linda Fabiani.jpg,Linda Fabiani
Member of the 1st Scottish Parliament,Christine Grahame,Q467108,1999-05-06,2003-03-31,female,1944-09-09,,ChristineGrahameMSP20110510.JPG,Christine Grahame
Member of the 1st Scottish Parliament,Nicola Sturgeon,Q467112,1999-05-06,2003-03-31,female,1970-07-19,,Nicola Sturgeon election infobox 3.jpg,Nicola Sturgeon
Member of the 1st Scottish Parliament,Wendy Alexander,Q511689,1999-05-06,2003-03-31,female,1963-06-27,,Wendy Alexander.jpg,Wendy Alexander
Member of the 1st Scottish Parliament,Andy Kerr,Q526409,1999-05-06,2003-03-31,male,1962-03-17,,Andy Kerr.jpg,Andy Kerr (Scottish politician)
Member of the 1st Scottish Parliament,Tricia Marwick,Q540435,1999-05-06,2003-03-31,female,1953-11-05,,TriciaMarwickMSP20110517.jpg,Tricia Marwick
Member of the 1st Scottish Parliament,Tommy Sheridan,Q542330,1999-05-06,2003-03-31,male,1964-03-07,,TommySheridan2007.jpg,Tommy Sheridan
Member of the 1st Scottish Parliament,Rhona Brankin,Q544064,1999-05-06,2003-03-31,female,1950-01-19,,Rhona Brankin.jpg,Rhona Brankin
Member of the 1st Scottish Parliament,Sarah Boyack,Q544089,1999-05-06,2003-03-31,female,1961-05-16,,Sarah Boyack MSP.jpg,Sarah Boyack
Member of the 1st Scottish Parliament,Angus MacKay,Q544484,1999-05-06,2003-03-31,male,1964-01,,Angus MacKay.jpg,Angus MacKay (Scottish politician)
Member of the 1st Scottish Parliament,Johann Lamont,Q544698,1999-05-06,2003-03-31,female,1957-07-11,,Johann Lamont 2019.png,Johann Lamont
Member of the 1st Scottish Parliament,Cathie Craigie,Q544715,1999-05-06,2003-03-31,female,1954-04-14,,Cathy Craigie.jpg,Cathie Craigie
Member of the 1st Scottish Parliament,Jackie Baillie,Q544729,1999-05-06,2003-03-31,female,1964-01-15,,Jackie Baillie 2018.png,Jackie Baillie
Member of the 1st Scottish Parliament,Annabel Goldie,Q544742,1999-05-06,2003-03-31,female,1950-02-27,,Official portrait of Baroness Goldie crop 2.jpg,Annabel Goldie
Member of the 1st Scottish Parliament,Susan Deacon,Q544755,1999-05-06,2003-03-31,female,1964-02-02,,Susan Deacon.jpg,Susan Deacon
Member of the 1st Scottish Parliament,Fergus Ewing,Q559022,1999-05-06,2003-03-31,male,1957-09-23,,"Cabinet Secretary for the Rural Economy and Connectivity, Fergus Ewing.png",Fergus Ewing
Member of the 1st Scottish Parliament,Alex Fergusson,Q559046,1999-05-06,2003-03-31,male,1949-04-08,2018-07-31,AlexFergussonMSP20110511.jpg,Alex Fergusson (politician)
Member of the 1st Scottish Parliament,Bruce Crawford,Q559391,1999-05-06,2003-03-31,male,1955-02-16,,BruceCrawfordMSP20110509.JPG,Bruce Crawford
Member of the 1st Scottish Parliament,Brian Adam,Q570298,1999-05-06,2003-03-31,male,1948-06-10,2013-04-25,BrianAdamMSP20070509.jpg,Brian Adam
Member of the 1st Scottish Parliament,Hugh Henry,Q5931093,1999-05-06,2003-03-31,male,1952-02-12,,HughHenryMSP20110510.JPG,Hugh Henry
Member of the 1st Scottish Parliament,Alasdair Morgan,Q662910,1999-05-06,2003-03-31,male,1945-04-21,,,Alasdair Morgan
Member of the 1st Scottish Parliament,Cathy Jamieson,Q727460,1999-05-06,2003-03-31,female,1956-11-03,,Cathy Jamieson.jpg,Cathy Jamieson
Member of the 1st Scottish Parliament,Ian Jenkins,Q765484,1999-05-06,2003-03-31,male,1941,,,Ian Jenkins (politician)
Member of the 1st Scottish Parliament,Rhoda Grant,Q769138,1999-05-06,2003-03-31,female,1963-06-26,,RhodaGrantMSP20110511.JPG,Rhoda Grant
Member of the 1st Scottish Parliament,Janis Hughes,Q780646,1999-05-06,2003-03-31,female,1958-05-01,,,Janis Hughes
Member of the 1st Scottish Parliament,Tom McCabe,Q7816757,1999-05-06,2003-03-31,male,1954-04-28,2015-04-19,Tom McCabe.jpg,Tom McCabe
Member of the 1st Scottish Parliament,Bill Aitken,Q861907,1999-05-06,2003-03-31,male,1947-04-15,,,Bill Aitken (politician)
Member of the 1st Scottish Parliament,Scott Barrie,Q912525,1999-05-06,2003-03-31,male,1962-03-10,,,Scott Barrie
Member of the 1st Scottish Parliament,Brian Monteith,Q912776,1999-05-06,2003-03-31,male,1958-01-08,,,Brian Monteith
Member of the 1st Scottish Parliament,Bristow Muldoon,Q917995,1999-05-06,2003-03-31,male,1964-03-19,,Bristow Muldoon - 2014-10-30 - Andy Mabbett.jpg,Bristow Muldoon
Member of the 1st Scottish Parliament,John Young,Q937340,1999-05-06,2003-03-31,male,1930-12-21,2011-11-03,,John Young (Scottish politician)
Member of the 1st Scottish Parliament,Kenneth Gibson,Q944741,1999-05-06,2003-03-31,male,1961-09-08,,KennethGibsonMSP20110507.JPG,Kenneth Gibson (Scottish politician)
Member of the 1st Scottish Parliament,George Lyon,Q956623,1999-05-06,2003-03-31,male,1956-07-16,,George Lyon MEP at Bournemouth 2009.jpg,George Lyon (Scottish politician)
Member of the 1st Scottish Parliament,Kenny MacAskill,Q983174,1999-05-06,2003-03-31,male,1958-04-28,,"Kenny MacAskill, Cabinet Secretary for Justice (2).jpg",Kenny MacAskill
Member of the 1st Scottish Parliament,David Steel,Q333847,1999-05-31,2003-03-31,male,1938-03-31,,Official portrait of The Lord Steel of Aikwood.jpg,David Steel
Member of the 1st Scottish Parliament,John Scott,Q1701702,2000-03-16,2003-03-31,male,1951-06-07,,JohnScottMSP20110509.JPG,John Scott (MSP)
Member of the 1st Scottish Parliament,Bill Butler,Q861989,2000-11-23,2003-03-31,male,1956-03-30,,Bb3-billbutler.jpg,Bill Butler (politician)
Member of the 1st Scottish Parliament,Stewart Stevenson,Q559613,2001-06-07,2003-03-31,male,1946-10-15,,StewartStevensonMSP20110510.JPG,Stewart Stevenson
Member of the 1st Scottish Parliament,Brian Fitzpatrick,Q912167,2001-06-07,2003-03-31,male,1961,,,Brian Fitzpatrick (Scottish politician)
Member of the 1st Scottish Parliament,Murdo Fraser,Q1953630,2001-08-10,2003-03-31,male,1965-09-05,,MurdoFraserMSP20110510.JPG,Murdo Fraser
Member of the 1st Scottish Parliament,Dorothy-Grace Elder,Q1168523,2002-05-01,2003-03-31,female,1942-08-11,,,Dorothy-Grace Elder
Member of the 1st Scottish Parliament,Margo MacDonald,Q334376,2003-01-28,2003-03-31,female,1943-04-19,2014-04-04,MargoMacDonaldMSP20111121.jpg,Margo MacDonald
Member of the 2nd Scottish Parliament,Campbell Martin,Q1030471,2003-05-01,2004-07-10,male,1960-03-10,,,Campbell Martin
Member of the 2nd Scottish Parliament,Cathy Peattie,Q1051152,2003-05-01,2007-04-02,female,1951-11-24,,Cathey Peattie (Scottish politician).jpg,Cathy Peattie
Member of the 2nd Scottish Parliament,Chris Ballance,Q1076969,2003-05-01,2007-04-02,male,1952-07-07,,,Chris Ballance
Member of the 2nd Scottish Parliament,Christine May,Q1083700,2003-05-01,2007-04-02,female,1948-03-23,,,Christine May
Member of the 2nd Scottish Parliament,Colin Fox,Q1108455,2003-05-01,2007-04-02,male,1959-06-17,,Colin Fox - National co-spokesperson of the SSP - September 2015.jpg,Colin Fox (politician)
Member of the 2nd Scottish Parliament,Shiona Baird,Q1167157,2003-05-01,2007-04-02,female,1946-09-14,,,Shiona Baird
Member of the 2nd Scottish Parliament,David Davidson,Q1174169,2003-05-01,2007-04-02,male,1943-01-25,,,David Davidson (Scottish politician)
Member of the 2nd Scottish Parliament,David McLetchie,Q1175613,2003-05-01,2007-04-02,male,1952-08-06,2013-08-12,DavidMcLetchieMSP20110509.JPG,David McLetchie
Member of the 2nd Scottish Parliament,Dennis Canavan,Q1189028,2003-05-01,2007-04-02,male,1942-08-08,,,Dennis Canavan
Member of the 2nd Scottish Parliament,Des McNulty,Q1200458,2003-05-01,2007-04-02,male,1952-07-28,,Des McNulty.jpg,Des McNulty
Member of the 2nd Scottish Parliament,Michael Matheson,Q121780,2003-05-01,2007-04-02,male,1970-09-08,,MichaelMathesonMSP20110507.JPG,Michael Matheson (politician)
Member of the 2nd Scottish Parliament,John Farquhar Munro,Q1225080,2003-05-01,2007-04-02,male,1934-08-26,2014-01-26,Iain Fearchar Rothach aig SMO.jpg,John Farquhar Munro
Member of the 2nd Scottish Parliament,Duncan McNeil,Q1265439,2003-05-01,2007-04-02,male,1950-09-07,,DuncanMcNeilMSP20110511.JPG,Duncan McNeil
Member of the 2nd Scottish Parliament,Mary Mulligan,Q1267804,2003-05-01,2007-04-02,female,1960-02-12,,MaryMulligan.jpg,Mary Mulligan
Member of the 2nd Scottish Parliament,Marilyn Livingstone,Q1281543,2003-05-01,2007-04-02,female,1952-09-30,,,Marilyn Livingstone
Member of the 2nd Scottish Parliament,Marlyn Glen,Q1285630,2003-05-01,2007-04-02,female,1951-09-30,,Marlyn-Glen.jpg,Marlyn Glen
Member of the 2nd Scottish Parliament,Maureen Macmillan,Q1300245,2003-05-01,2007-04-02,female,1943-02-09,,,Maureen Macmillan
Member of the 2nd Scottish Parliament,Jack McConnell,Q132040,2003-05-01,2007-04-02,male,1960-06-30,,"Official portrait of Lord McConnell of Glenscorrodale crop 2, 2019.jpg",Jack McConnell
Member of the 2nd Scottish Parliament,Elaine Murray,Q1324826,2003-05-01,2007-04-02,female,1954-12-22,,ElaineMurrayMSP20110510.JPG,Elaine Murray
Member of the 2nd Scottish Parliament,Tavish Scott,Q1339371,2003-05-01,2007-04-02,male,1966-05-06,,Tavish Scott MSP at Bournemouth.jpg,Tavish Scott
Member of the 2nd Scottish Parliament,Karen Whitefield,Q1344022,2003-05-01,2007-04-02,female,1970-01-08,,KarenWhitefield.jpg,Karen Whitefield
Member of the 2nd Scottish Parliament,Euan Robson,Q1372069,2003-05-01,2007-04-02,male,1954-02-17,,Euan Robson.jpg,Euan Robson
Member of the 2nd Scottish Parliament,Helen Eadie,Q1396732,2003-05-01,2007-04-02,female,1947-03-07,2013-11-09,HelenEadieMSPPortrait.jpg,Helen Eadie
Member of the 2nd Scottish Parliament,Fiona Hyslop,Q1418512,2003-05-01,2007-04-02,female,1964-08-01,,Fiona Hyslop (26485977214).jpg,Fiona Hyslop
Member of the 2nd Scottish Parliament,Mike Rumbles,Q1436381,2003-05-01,2007-04-02,male,1956-06-10,,Mike Rumbles.jpg,Mike Rumbles
Member of the 2nd Scottish Parliament,Gordon Jackson,Q1439561,2003-05-01,2007-04-02,male,1948-08-05,,GJ losing.JPG,Gordon Jackson (advocate)
Member of the 2nd Scottish Parliament,Rosemary Byrne,Q1439779,2003-05-01,2006-09-03,female,1948-03-03,,,Rosemary Byrne
Member of the 2nd Scottish Parliament,Frank McAveety,Q1443752,2003-05-01,2007-04-02,male,1962-07-27,,Frank McAveety MSP (cropped).jpg,Frank McAveety
Member of the 2nd Scottish Parliament,Richard Lochhead,Q1490268,2003-05-01,2006-04-07,male,1969-05-24,,RichardLochhead MSP.jpg,Richard Lochhead
Member of the 2nd Scottish Parliament,Mark Ballard,Q1499393,2003-05-01,2007-04-02,male,1971-06-27,,Mark B smart smile.jpg,Mark Ballard
Member of the 2nd Scottish Parliament,Alex Neil,Q1515752,2003-05-01,2007-04-02,male,1951-08-22,,AlexNeilMSP20110507.jpg,Alex Neil (politician)
Member of the 2nd Scottish Parliament,Iain Smith,Q1655380,2003-05-01,2007-04-02,male,1960-05-01,,Iain smith.jpg,Iain Smith (Scottish politician)
Member of the 2nd Scottish Parliament,Alasdair Morrison,Q1669774,2003-05-01,2007-04-02,male,1968-11-18,,,Alasdair Morrison (politician)
Member of the 2nd Scottish Parliament,Irene Oldfather,Q1672558,2003-05-01,2007-04-02,female,1954,,,Irene Oldfather
Member of the 2nd Scottish Parliament,Jamie McGrigor,Q1680794,2003-05-01,2007-04-02,male,1949-10-19,,JamieMcGrigorMSP20110509.JPG,Jamie McGrigor
Member of the 2nd Scottish Parliament,Jamie Stone,Q1681420,2003-05-01,2007-04-02,male,1954-06-16,,Official portrait of Jamie Stone MP crop 2.jpg,Jamie Stone (politician)
Member of the 2nd Scottish Parliament,Jean Turner,Q1685867,2003-05-01,2007-04-02,female,1939-12-23,,,Jean Turner
Member of the 2nd Scottish Parliament,Jeremy Purvis,Q1687620,2003-05-01,2007-04-02,male,1974-01-15,,Lord Purvuis.jpg,Jeremy Purvis
Member of the 2nd Scottish Parliament,Jim Mather,Q1689144,2003-05-01,2007-04-02,male,1947-03-06,,"Jim Mather, Minister for Enterprise, Energy and Tourism (1).jpg",Jim Mather
Member of the 2nd Scottish Parliament,John Home Robertson,Q1700483,2003-05-01,2007-04-02,male,1948-12-05,,Johnhomerobertson.jpg,John Home Robertson
Member of the 2nd Scottish Parliament,John Scott,Q1701702,2003-05-01,2007-04-02,male,1951-06-07,,JohnScottMSP20110509.JPG,John Scott (MSP)
Member of the 2nd Scottish Parliament,Stewart Maxwell,Q1710696,2003-05-01,2007-04-02,male,1963-12-24,,StewartMaxwellMSP20110507.JPG,Stewart Maxwell
Member of the 2nd Scottish Parliament,Karen Gillon,Q1729243,2003-05-01,2007-04-02,female,1967-08-18,,KarenGillon.jpg,Karen Gillon
Member of the 2nd Scottish Parliament,Kate Maclean,Q1735695,2003-05-01,2007-04-02,female,1958-02-16,,,Kate Maclean
Member of the 2nd Scottish Parliament,Keith Raffan,Q1738083,2003-05-01,2005-01-10,male,1949-06-21,,,Keith Raffan
Member of the 2nd Scottish Parliament,Ken Macintosh,Q1738887,2003-05-01,2007-04-02,male,1962-01-15,,Ken Macintosh 2021.jpg,Ken Macintosh
Member of the 2nd Scottish Parliament,Lewis Macdonald,Q1822125,2003-05-01,2007-04-02,male,1957-01-01,,LewisMacdonaldMSP20110510.JPG,Lewis Macdonald
Member of the 2nd Scottish Parliament,Malcolm Chisholm,Q1886983,2003-05-01,2007-04-02,male,1949-03-07,,Malcolm Chisholm.jpg,Malcolm Chisholm
Member of the 2nd Scottish Parliament,Margaret Jamieson,Q1894852,2003-05-01,2007-04-02,female,1953,,,Margaret Jamieson
Member of the 2nd Scottish Parliament,Margaret Mitchell,Q1894872,2003-05-01,2007-04-02,female,1952-11-15,,MargaretMitchellMSP20120529.jpg,Margaret Mitchell (Scottish politician)
Member of the 2nd Scottish Parliament,Margaret Smith,Q1894898,2003-05-01,2007-04-02,female,1961-02-18,,Margaret-SmithMSP.jpg,Margaret Smith (Scottish politician)
Member of the 2nd Scottish Parliament,Mark Ruskell,Q1900397,2003-05-01,2007-04-02,male,1972-05-14,,MarkRuskellMSP-May2016.jpg,Mark Ruskell
Member of the 2nd Scottish Parliament,Mary Scanlon,Q1906394,2003-05-01,2006-04-07,female,1947-05-25,,MaryScanlonMSP20110509.JPG,Mary Scanlon (Scottish politician)
Member of the 2nd Scottish Parliament,"Mike Watson, Baron Watson of Invergowrie",Q1929744,2003-05-01,2005-09-01,male,1949-05-01,,Official portrait of Lord Watson of Invergowrie crop 2.jpg,"Mike Watson, Baron Watson of Invergowrie"
Member of the 2nd Scottish Parliament,Mike Pringle,Q1933434,2003-05-01,2007-04-02,male,1945-12-25,,,Mike Pringle (politician)
Member of the 2nd Scottish Parliament,Murdo Fraser,Q1953630,2003-05-01,2007-04-02,male,1965-09-05,,MurdoFraserMSP20110510.JPG,Murdo Fraser
Member of the 2nd Scottish Parliament,Murray Tosh,Q1953855,2003-05-01,2007-04-02,male,1950-09-01,,,Murray Tosh
Member of the 2nd Scottish Parliament,Nora Radcliffe,Q1996594,2003-05-01,2007-04-02,female,1946-03-04,,,Nora Radcliffe
Member of the 2nd Scottish Parliament,Robin Harper,Q202002,2003-05-01,2007-04-02,male,1940-08-04,,RobinHarper.jpg,Robin Harper
Member of the 2nd Scottish Parliament,Patricia Ferguson,Q2057182,2003-05-01,2007-04-02,female,1958-09-24,,PatriciaFergusonMSPPortrait.jpg,Patricia Ferguson
Member of the 2nd Scottish Parliament,Trish Godman,Q2057190,2003-05-01,2007-04-02,female,1939-10-31,2019-07-21,,Trish Godman
Member of the 2nd Scottish Parliament,Patrick Harvie,Q2057654,2003-05-01,2007-04-02,male,1973-03-18,,Patrick Harvie 2021.jpg,Patrick Harvie
Member of the 2nd Scottish Parliament,Paul Martin,Q2061163,2003-05-01,2007-04-02,male,1967-03-17,,PaulMartinMSP20110511.JPG,Paul Martin (Scottish politician)
Member of the 2nd Scottish Parliament,Pauline McNeill,Q2063795,2003-05-01,2007-04-02,female,1962-09-12,,Pauline McNeill.jpg,Pauline McNeill
Member of the 2nd Scottish Parliament,Peter Peacock,Q2077496,2003-05-01,2007-04-02,male,1952-05-27,,Peter Peacock.jpg,Peter Peacock
Member of the 2nd Scottish Parliament,Richard Baker,Q2149018,2003-05-01,2007-04-02,male,1974-05-29,,Richard Baker MSP.jpg,Richard Baker (Scottish politician)
Member of the 2nd Scottish Parliament,Robert Brown,Q2156625,2003-05-01,2007-04-02,male,1947-12-25,,Robert Brown (Scottish Government).jpg,Robert Brown (Scottish politician)
Member of the 2nd Scottish Parliament,Ross Finnie,Q2167587,2003-05-01,2007-04-02,male,1947-02-11,,Ross Finnie.jpg,Ross Finnie
Member of the 2nd Scottish Parliament,Sylvia Jackson,Q2374216,2003-05-01,2007-04-02,female,1946-12-03,,,Sylvia Jackson
Member of the 2nd Scottish Parliament,Ted Brocklebank,Q2399744,2003-05-01,2007-04-02,male,1942-09-24,,,Ted Brocklebank
Member of the 2nd Scottish Parliament,Michael McMahon,Q2439870,2003-05-01,2007-04-02,male,1961-09-18,,MichaelMcMahon5715448629 0404153e04 o.jpg,Michael McMahon (Scottish politician)
Member of the 2nd Scottish Parliament,Alex Johnstone,Q2641395,2003-05-01,2007-04-02,male,1961-07-31,2016-12-07,AlexJohnstoneMSP20110509.JPG,Alex Johnstone
Member of the 2nd Scottish Parliament,Allan Wilson,Q2648077,2003-05-01,2007-04-02,male,1954-08-05,,Allan Wilson.jpg,Allan Wilson (Scottish politician)
Member of the 2nd Scottish Parliament,Margaret Curran,Q291748,2003-05-01,2007-04-02,female,1958-11-24,,MargaretCurranMP.jpg,Margaret Curran
Member of the 2nd Scottish Parliament,Elaine Smith,Q305347,2003-05-01,2007-04-02,female,1963-05-07,,ElaineSmithMSPPortrait.jpg,Elaine Smith (Scottish politician)
Member of the 2nd Scottish Parliament,David Mundell,Q333520,2003-05-01,2005-06-17,male,1962-05-27,,Official portrait of Rt Hon David Mundell MP crop 2.jpg,David Mundell
Member of the 2nd Scottish Parliament,"Nicol Stephen, Baron Stephen",Q333630,2003-05-01,2007-04-02,male,1960-03-23,,Nicol Stephen.jpg,Nicol Stephen
Member of the 2nd Scottish Parliament,"James Douglas-Hamilton, Baron Selkirk of Douglas",Q333795,2003-05-01,2007-04-02,male,1942-07-31,,Official portrait of Lord Selkirk of Douglas crop 2.jpg,"James Douglas-Hamilton, Baron Selkirk of Douglas"
Member of the 2nd Scottish Parliament,Phil Gallie,Q333800,2003-05-01,2007-04-02,male,1939-06-03,2011-01-24,,Phil Gallie
Member of the 2nd Scottish Parliament,"Jim Wallace, Baron Wallace of Tankerness",Q333807,2003-05-01,2007-04-02,male,1954-08-25,,"Official portrait of Lord Wallace of Tankerness crop 2, 2019.jpg","Jim Wallace, Baron Wallace of Tankerness"
Member of the 2nd Scottish Parliament,John Swinney,Q333811,2003-05-01,2007-04-02,male,1964-04-13,,Official Portrait of John Swinney.jpg,John Swinney
Member of the 2nd Scottish Parliament,Margaret Ewing,Q333903,2003-05-01,2006-03-21,female,1945-09-01,2006-03-21,,Margaret Ewing
Member of the 2nd Scottish Parliament,Roseanna Cunningham,Q333953,2003-05-01,2007-04-02,female,1951-07-27,,Roseanna Cunningham.jpg,Roseanna Cunningham
Member of the 2nd Scottish Parliament,Andrew Welsh,Q334000,2003-05-01,2007-04-02,male,1944-04-19,2021-06-18,,Andrew Welsh (politician)
Member of the 2nd Scottish Parliament,Donald Gorrie,Q334137,2003-05-01,2007-04-02,male,1933-04-02,2012-08-25,,Donald Gorrie
Member of the 2nd Scottish Parliament,Margo MacDonald,Q334376,2003-05-01,2007-04-02,female,1943-04-19,2014-04-04,MargoMacDonaldMSP20111121.jpg,Margo MacDonald
Member of the 2nd Scottish Parliament,George Reid,Q334480,2003-05-01,2003-05-07,male,1939-06-04,,George reid msp.jpg,George Reid (Scottish politician)
Member of the 2nd Scottish Parliament,Adam Ingram,Q349826,2003-05-01,2007-04-02,male,1951-05-01,,"Adam Ingram, Minister for Children and Early Years (2).jpg",Adam Ingram (SNP politician)
Member of the 2nd Scottish Parliament,Shona Robison,Q444675,2003-05-01,2007-04-02,female,1966-05-26,,"Cabinet Secretary, Shona Robison, 2021.jpg",Shona Robison
Member of the 2nd Scottish Parliament,Sandra White,Q466861,2003-05-01,2007-04-02,female,1951-08-17,,SandraWhiteMSP20110510.JPG,Sandra White
Member of the 2nd Scottish Parliament,Linda Fabiani,Q467097,2003-05-01,2007-04-02,female,1956-12-14,,Linda Fabiani.jpg,Linda Fabiani
Member of the 2nd Scottish Parliament,Christine Grahame,Q467108,2003-05-01,2007-04-02,female,1944-09-09,,ChristineGrahameMSP20110510.JPG,Christine Grahame
Member of the 2nd Scottish Parliament,Nicola Sturgeon,Q467112,2003-05-01,2007-04-02,female,1970-07-19,,Nicola Sturgeon election infobox 3.jpg,Nicola Sturgeon
Member of the 2nd Scottish Parliament,Wendy Alexander,Q511689,2003-05-01,2007-04-02,female,1963-06-27,,Wendy Alexander.jpg,Wendy Alexander
Member of the 2nd Scottish Parliament,Andy Kerr,Q526409,2003-05-01,2007-04-02,male,1962-03-17,,Andy Kerr.jpg,Andy Kerr (Scottish politician)
Member of the 2nd Scottish Parliament,Rosie Kane,Q540340,2003-05-01,2007-04-02,female,1961-06-05,,,Rosie Kane
Member of the 2nd Scottish Parliament,Frances Curran,Q540408,2003-05-01,2007-04-02,female,1961-05-21,,Frances Curran.jpg,Frances Curran
Member of the 2nd Scottish Parliament,Carolyn Leckie,Q540424,2003-05-01,2007-04-02,female,1965-03-05,,,Carolyn Leckie
Member of the 2nd Scottish Parliament,Tricia Marwick,Q540435,2003-05-01,2007-04-02,female,1953-11-05,,TriciaMarwickMSP20110517.jpg,Tricia Marwick
