id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q20393648,حسن عمر محمد إبراهيم سويد,male,1969,9,,,,
Q20394232,Hussein Al-Rashid Jamal Al-Kaf,male,,7,,,,
Q20397457,Ahmed Ismail abou hooria,male,1940,9,,,,
Q20397480,Ahmed Mohammed Al-Kahlani,male,1958,9,,,,
Q20407940,Farid Ahmed Majour,male,,,,,,
Q20412009,Abdul Raqib Fath Al Assoudi,male,,,,,,
Q20412800,Abdul Latif Hussain Haider Al Hakimi,male,,,,,,
Q20414203,Abdullah Mohsen al-Akwa,male,1961-04-18,11,,,MINISTER AL-AKWA.jpg,Abdullah Mohsen al-Akwa
Q20417375,Alawi Mohamed Abdelkader Bafakia,male,,,,,,
Q20422195,Mohamed Hassan Abboud Al-amoudi,male,1944-08-06,11,,,,
Q20422933,Muhammed Hassan Damaj,male,1938,9,2018-12-19,11,,
Q20423048,محمد صالح شملان,male,1962,9,,,محمد صالح شملان.JPG,
Q20423114,Mohammed Abdul Wahed Al - Mithimi,male,,,,,,
Q20423122,Mohammed Abdullah bin Nabhan,male,,,,,,
Q20423157,Mohammed Ali Al-Maqdashi,male,1962,9,,,,Mohammed Ali Al-Maqdashi
Q20423290,Mohamed Mansour Zemam,male,1964-09-29,11,,,,
Q20423481,Nasser Mohamed Thabet sofiane,male,1967,9,,,,
Q20423647,Nadia Al-Sakkaf,female,1977-03-08,11,,,"Nadia Al-Sakkaf, AlJazeera Channel - May 11, 2015.jpg",Nadia Al-Sakkaf
Q21680111,Nayef al-Bakri,male,1975-05-09,11,,,,Nayef al-Bakri
Q22684197,Arwa Othman,female,1965-11-22,11,,,,Arwa Othman
Q22690657,Waed Badhib,male,1974-01-06,11,,,,
Q23904861,Arif Al Zuka,male,1964,9,2017-12-04,11,,
Q24175557,Nayif Salih Salim Al-Qaysi,male,1983,9,,,,
Q26311375,Talal Aklan,male,,7,,,,Talal Aklan
Q26702680,Nihal Naj Ali Al-Awlaqi,female,1977,9,,,Nihal Naj Ali Al-Awlaqi of Yemen - IWOC 2016.jpg,Nihal Ali Al-Awlaqi
Q26704407,Ahmed Ali Al-Ashwal,male,1949-09-26,11,,,,Ahmed Ali al-Ashwal
Q2784436,Hasan al-Lawzi,male,1952,9,2020-07-13,11,,Hasan al-Lawzi
Q28086296,Mohamed al-Atifi,male,1969-01-01,11,,,,Mohamed al-Atifi
Q28491305,Muhammed Daifallah Muhammed,male,1945,9,,,,
Q28498165,Ahmed Mohamed Al-Ansi,male,1939-04-18,11,,,,
Q28498169,Abdul Malik Suleiman Al-Mualami,male,1947,9,,,,
Q28498173,Kamal al-Jabri,male,1964,9,,,,
Q28714829,Sadeq Ameen Abu Rass,male,,,,,,Sadeq Amin Abu Rass
Q307338,Abdul Qadir Bajamal,male,1946-02-18,11,2020-09-07,11,,Abdul Qadir Bajamal
Q31540834,Faraj Salmin Al-Buhsani,male,1955,9,,,,Faraj Salmin Al-Buhsani
Q362268,Ali Muhammad Mujawar,male,1953-04-26,11,,,,Ali Muhammad Mujawar
Q4119595,Abd Al-Karim Al-Iryani,male,1934-10-12,11,2015-11-08,11,,Abd Al-Karim Al-Iryani
Q4539761,Yahia Badreddin al-Houthi,male,1965,9,,,,Yahia al-Houthi
Q4666059,Abdullah Saleh al-Ashtal,male,1938,9,2004-08-26,11,,Abdullah Saleh al-Ashtal
Q4666091,Abdullah al-Saidi,male,1947,9,,,,Abdullah al-Saidi
Q4695925,Ahmed Mohammed,male,1960,9,,,,Ahmed Mohammed (Yemeni politician)
Q475105,Sadiq al-Ahmar,male,1956-10-06,11,2023-01-06,11,Sheikh sadiq al-ahmar.jpg,Sadiq al-Ahmar
Q483672,Ali Abdullah Saleh,male,1947-03-21,11,2017-12-04,11,President Ali Abdullah Saleh.jpg,Ali Abdullah Saleh
Q50874956,Rafat Ali Al-Akhali,male,,,,,,
Q52156087,Mahdi al-Mashat,male,1986,9,,,,Mahdi al-Mashat
Q52792467,Ramzi Mahrous,male,,8,,,,
Q54094013,Khalid Al-Yamani,male,1960-05-02,9,,,Khaled al-Yamani - 2018 (44918508051) (cropped).jpg,Khaled al-Yamani
Q5434993,Fares Mana'a,male,1965-02-08,11,,,,Fares Manaa
Q5439127,Fayçal Amine Abourrass,male,,,,,,Fayçal Amine Abourrass
Q55436193,Ahmed bin ahmed AL-Maysari,male,,7,,,,Ahmed al-Maisari
Q5627924,Mohamed Qubaty,male,1958-01-05,11,,,Dr. Mohamed Qubaty.jpeg,Mohamed Qubaty
Q5644670,Hamid al-Ahmar,male,1967-12-27,11,,,,Hamid al-Ahmar
Q57373157,Maeen Abdulmalik Saeed,male,1977,9,,,,Maeen Abdulmalik Saeed
Q57480,Abdrabbuh Mansour Hadi,male,1945-09-01,11,,,Abdrabbuh Mansur Hadi.jpg,Abdrabbuh Mansur Hadi
Q57905,Mohammed Basindawa,male,1935-04-04,11,,,,Mohammed Basindawa
Q58297,Abu Bakr al-Qirbi,male,1942,9,,,Abu Bakr alQirbi (cropped).jpg,Abu Bakr al-Qirbi
Q58974381,Abdullah Al-Saadi,male,,,,,,
Q59246326,Najeeb Mansour Hameed Al Auj,male,1968-05-15,11,,,,
Q59260881,Ali Haitham Ali Abdullah,male,,,,,,
Q59260916,Mohammed Abdullah Saleh Nasser Al - Anani,male,,,,,,
Q59310961,Ahmed Obaid Al Fadhli,male,,7,,,,
Q59310987,Mansar Al-Quaiti,male,,7,,,,
Q59334740,Apthaj Al Kamal,female,,,,,,
Q59334741,Samira Obeid,female,,,,,,
Q59334743,Kboul Mutawakil,female,,,,,,
Q59334758,Ahmed Zebian Attieh,male,1974,9,,,,
Q59334759,Ahmed Mohamed Ahmed El Shami,male,,,,,,
Q59334760,Badr Mohammed Mubarak Baslamah,male,1958-09-01,11,,,,
Q59334762,Jamal Mohammed Omar,male,1960-06-17,11,2018-11-16,11,القاضي جمال محمد عمر.jpg,
Q59334763,Hussein Abdel Rahman Baslamah,male,1954-12-05,11,,,,
Q59334764,Saif Mohsen Abboud Sharif,male,,,,,,
Q59334766,Abdullah Salem Lemels,male,1962,9,,,,
Q59334769,Ezzi Heba Allah Ali Shraim,male,,,,,,
Q59334772,Fouad Omar bin Sheikh Abu Bakr,male,,,,,,
Q59334773,Fahad Selim Kafain,male,1978-09-20,11,,,,
Q59334775,Lotfi Mohammed Salem Bashrif,male,1963,9,,,,
Q59334776,Mohammed bin Mohammed Yahya Almtahr,male,,,,,,
Q59334777,Mohammed Mohsen Askar,male,1981,9,,,Mohammed Mohsen Askar.jpg,
Q59334779,Murad Ali Mohammed Abdulhadi,male,,,,,,
Q59334780,Marwan Ahmed Damaj,male,,8,,,,
Q59334782,Nasser Mohsen Baoum,male,1957,9,,,,
Q59334784,Wahy Taha Aman,male,1963-11-01,11,,,,
Q6399485,Khaled Bahah,male,1965-01-01,11,,,Khaled Bahah (cropped).jpg,Khaled Bahah
Q68107054,Mohammed Al-Hadhrami,male,1979-10-28,11,,,,Mohammed Al-Hadhrami
Q68817702,Mohammed Saleh bin Adio,male,,,,,,
Q68823716,Ali bin Rashid Al-Harthy,male,,,,,,
Q68824414,Ahmed Hamid Lamlas,male,1970-11-30,11,,,,
Q68824654,Abdullah Ali Al-nasi,male,1944,9,2016-10,10,,
Q68837007,Salem Saleh Salem bin brek,male,,,,,,
Q68838651,Hafedh Meyad,male,1965,9,,,,
Q6943646,Mutaher al-Masri,male,1953-01-01,11,,,,Mutaher al-Masri
Q6967263,Nasr Taha Mustafa,male,1962-11-29,11,,,,Nasr Taha Mustafa
Q73405138,Saleh Algabwni,male,,,,,,
Q979788,Ali Mohsen Al-Ahmar,male,1945-06-20,11,,,Ali Mohsen al-Ahmar.JPG,Ali Mohsen al-Ahmar
