position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 2013-2016 Parliament of Iceland,Ragnheiður Elín Árnadóttir,Q2127304,2013-04-27,2016-10-29,female,1967-09-30,,,Ragnheiður Elín Árnadóttir
Member of the 2013-2016 Parliament of Iceland,Róbert Marshall,Q2179205,2013-04-27,2016-10-29,male,1971-05-31,,,Róbert Marshall
Member of the 2013-2016 Parliament of Iceland,Hanna Birna Kristjánsdóttir,Q2276642,2013-04-27,2016-10-29,female,1966-10-12,,,Hanna Birna Kristjánsdóttir
Member of the 2013-2016 Parliament of Iceland,Árni Páll Árnason,Q252271,2013-04-27,2016-10-29,male,1966-05-23,,Arni-pall-arnason-4.jpg,Árni Páll Árnason
Member of the 2013-2016 Parliament of Iceland,Árni Þór Sigurðsson,Q252296,2013-04-27,2014-08-18,male,1960-07-30,,Árni Þór Sigurðsson.jpg,Árni Þór Sigurðsson
Member of the 2013-2016 Parliament of Iceland,Ásmundur Einar Daðason,Q252565,2013-04-27,2016-10-29,male,1982-10-29,,Ásmundur Einar Daðason.jpg,Ásmundur Einar Daðason
Member of the 2013-2016 Parliament of Iceland,Ögmundur Jónasson,Q294666,2013-04-27,2016-10-29,male,1948-07-17,,Ögmundur Jónasson - November 2016 (cropped).jpg,Ögmundur Jónasson
Member of the 2013-2016 Parliament of Iceland,Willum Þór Þórsson,Q3481103,2013-04-27,2016-10-29,male,1963-03-17,,Willum Þór Þórsson.jpg,Willum Þór Þórsson
Member of the 2013-2016 Parliament of Iceland,Oddný Guðbjörg Harðardóttir,Q437989,2013-04-27,2016-10-29,female,1957-04-09,,,Oddný G. Harðardóttir
Member of the 2013-2016 Parliament of Iceland,Svandís Svavarsdóttir,Q438056,2013-04-27,2016-10-29,female,1964-08-24,,Islands miljominister Svandis Svavarsdottir. Nordiska radets session i Stockholm 2009.jpg,Svandís Svavarsdóttir
Member of the 2013-2016 Parliament of Iceland,Pétur Blöndal,Q446307,2013-04-27,2015-06-26,male,1944-06-24,2015-06-26,,Pétur Blöndal
Member of the 2013-2016 Parliament of Iceland,Helgi Hjörvar,Q463525,2013-04-27,2016-10-29,male,1967-06-09,,Helgi Hjorvar (A) Island president i Nordiska radet.jpg,Helgi Hjörvar
Member of the 2013-2016 Parliament of Iceland,Sigmundur Davíð Gunnlaugsson,Q463588,2013-04-27,2016-10-29,male,1975-03-12,,Sigmundur Davíð Gunnlaugsson (cropped).jpg,Sigmundur Davíð Gunnlaugsson
Member of the 2013-2016 Parliament of Iceland,Kristján L. Möller,Q463602,2013-04-27,2016-10-29,male,1953-06-26,,Jól - Kristján L. Möller samgönguráðherra.jpg,Kristján L. Möller
Member of the 2013-2016 Parliament of Iceland,Katrín Jakobsdóttir,Q467464,2013-04-27,2016-10-29,female,1976-02-01,,Katrín Jakobsdóttir (24539871465) (cropped).jpg,Katrín Jakobsdóttir
Member of the 2013-2016 Parliament of Iceland,Valgerður Gunnarsdóttir,Q5103475,2013-04-27,2016-10-29,female,1955-07-17,,Valgerdur Gunnarsdottir.jpg,Valgerður Gunnarsdóttir
Member of the 2013-2016 Parliament of Iceland,Steingrímur J. Sigfússon,Q511882,2013-04-27,2016-10-29,male,1955-08-04,,Steingrímur J. Sigfússon norden-1.jpg,Steingrímur J. Sigfússon
Member of the 2013-2016 Parliament of Iceland,Elín Hirst,Q5368677,2013-04-27,2016-10-29,female,1960-09-04,,,Elín Hirst
Member of the 2013-2016 Parliament of Iceland,Katrín Júlíusdóttir,Q539421,2013-04-27,2016-10-29,female,1974-11-23,,"Katrin Juliusdottir, naringsminister Island. Nordiska radets session i Reykjavik 2010.jpg",Katrín Júlíusdóttir
Member of the 2013-2016 Parliament of Iceland,Lilja Rafney Magnúsdóttir,Q539467,2013-04-27,2016-10-29,female,1957-06-24,,,Lilja Rafney Magnúsdóttir
Member of the 2013-2016 Parliament of Iceland,Vigdís Hauksdóttir,Q540071,2013-04-27,2016-10-29,female,1965-03-20,,,Vigdís Hauksdóttir
Member of the 2013-2016 Parliament of Iceland,Sigríður Ingibjörg Ingadóttir,Q540109,2013-04-27,2016-10-29,female,1969-05-29,,Sigridur Ingibjorg Ingadottir (A) Island. Nordiska radets session 2009.jpg,Sigríður Ingibjörg Ingadóttir
Member of the 2013-2016 Parliament of Iceland,Valgerður Bjarnadóttir,Q540116,2013-04-27,2016-10-29,female,1950-01-13,,,Valgerður Bjarnadóttir
Member of the 2013-2016 Parliament of Iceland,Gunnar Bragi Sveinsson,Q5618945,2013-04-27,2016-10-29,male,1968-06-09,,Gunnar Bragi Sveinsson at the Pentagon 2014.jpg,Gunnar Bragi Sveinsson
Member of the 2013-2016 Parliament of Iceland,Össur Skarphéðinsson,Q58123,2013-04-27,2016-10-29,male,1953-06-19,,"Ossur Skarphedinsson, utrikesminister Island. Nordiska radets session 2009 (1).jpg",Össur Skarphéðinsson
Member of the 2013-2016 Parliament of Iceland,Birgir Ármannsson,Q865180,2013-04-27,2016-10-29,male,1968-06-12,,"Birgir Armannsson, radsformann for Vestnordisk Rad.jpg",Birgir Ármannsson
Member of the 2013-2016 Parliament of Iceland,Bjarni Benediktsson,Q879376,2013-04-27,2016-10-29,male,1970-01-26,,Bjarni Benediktsson vid Nordiska Radets session i Stockholm.jpg,Bjarni Benediktsson (born 1970)
Member of the 2013-2016 Parliament of Iceland,Unnur Brá Konráðsdóttir,Q950297,2013-04-27,2016-10-29,female,1974-04-06,,"Unnur Brá Konráðsdóttir, 2016.jpg",Unnur Brá Konráðsdóttir
Member of the 2013-2016 Parliament of Iceland,Steinunn Þóra Árnadóttir,Q15214902,2014-08-18,2016-10-29,female,1977-09-18,,,Steinunn Þóra Árnadóttir
Member of the 2013-2016 Parliament of Iceland,Sigríður Á. Andersen,Q23059628,2015-06-26,2016-10-29,female,1971-11-21,,Informal meeting of justice and home affairs ministers. Arrivals (Home Affairs) Sigríður Á. Andersen (35711122216) (cropped).jpg,Sigríður Á. Andersen
Member of the 2013-2016 Parliament of Iceland,Ásta Helgadóttir,Q22236740,2015-07,2016-10-29,female,1990-02-05,,Ásta Guðrún Helgadóttir Portrait 02 (cropped).jpg,Ásta Guðrún Helgadóttir
Member of the 2013-2016 Parliament of Iceland,Ólína Þorvarðardóttir,Q293062,2015-10-26,2016-10-29,female,1958-09-08,,"Olina Thorvardardottir, Island, Nordiska radets session i Stockholm 2009.jpg",Ólína Þorvarðardóttir
Member of the 2009-2013 Parliament of Iceland,Skúli Helgason,Q1279631,2009-04-25,2013-04-27,male,1965-04-15,,,Skúli Helgason
Member of the 2009-2013 Parliament of Iceland,Magnús Orri Schram,Q1304334,2009-04-25,2013-04-27,male,1972-04-23,,,Magnús Orri Schram
Member of the 2009-2013 Parliament of Iceland,Einar Kristinn Guðfinnsson,Q1305893,2009-04-25,2013-04-27,male,1955-12-02,,Einar Gudfinnsson fd. fiskeriminister Island. 2009-01-27.jpg,Einar Kristinn Guðfinnsson
Member of the 2009-2013 Parliament of Iceland,Ragnheiður Ríkharðsdóttir,Q1328085,2009-04-25,2013-04-27,female,1949-06-23,,,Ragnheiður Ríkharðsdóttir
Member of the 2009-2013 Parliament of Iceland,Eygló Harðardóttir,Q1385796,2009-04-25,2013-04-27,female,1972-12-12,,Eygló Harðardóttir - 60 års Nordisk Arbejdsmarked - norden.org.jpg,Eygló Harðardóttir
Member of the 2009-2013 Parliament of Iceland,Þorgerður Katrín Gunnarsdóttir,Q139225,2009-04-25,2013-04-27,female,1965-10-04,,"Thorgerdur K. Gunnarsdottir, Islands kulturminister.jpg",Þorgerður Katrín Gunnarsdóttir
Member of the 2009-2013 Parliament of Iceland,Birgitta Jónsdóttir,Q144270,2009-04-25,2012-11-24,female,1967-04-17,,"Praha, PiCe, Birgitta Jónsdóttir.jpg",Birgitta Jónsdóttir
Member of the 2009-2013 Parliament of Iceland,Guðbjartur Hannesson,Q1557723,2009-04-25,2013-04-27,male,1950-06-03,2015-10-23,Gudbjartur Hannesson jamstalldhetsminister Island.jpg,Guðbjartur Hannesson
Member of the 2009-2013 Parliament of Iceland,Guðlaugur Þór Þórðarson,Q1557735,2009-04-25,2013-04-27,male,1967-12-19,,Guðlaugur Þór Þórðarson (19-07-2021).jpg,Guðlaugur Þór Þórðarson
Member of the 2009-2013 Parliament of Iceland,Guðmundur Steingrímsson,Q1557755,2009-04-25,2011-08-22,male,1972-10-28,,Gudmundur Steingrimsson 2 (cropped).jpg,Guðmundur Steingrímsson
Member of the 2009-2013 Parliament of Iceland,Höskuldur Þórhallsson,Q1651907,2009-04-25,2013-04-27,male,1973-03-08,,,Höskuldur Þórhallsson
Member of the 2009-2013 Parliament of Iceland,Illugi Gunnarsson,Q1658872,2009-04-25,2013-04-27,male,1967-08-26,,Nordiska radets nyvalda vice president Illugi Gunnarsson.jpg,Illugi Gunnarsson
Member of the 2009-2013 Parliament of Iceland,Jón Gunnarsson,Q1715048,2009-04-25,2013-04-27,male,1956-09-21,,,Jón Gunnarsson
Member of the 2009-2013 Parliament of Iceland,Kristján Þór Júlíusson,Q1789402,2009-04-25,2013-04-27,male,1957-07-15,,Kristjan thor Juliusson (Sj.) Island.jpg,Kristján Þór Júlíusson
Member of the 2009-2013 Parliament of Iceland,Þráinn Bertelsson,Q200619,2009-04-25,2013-04-27,male,1944-11-30,,,Þráinn Bertelsson
Member of the 2009-2013 Parliament of Iceland,Sigurður Ingi Jóhannsson,Q201075,2009-04-25,2013-04-27,male,1962-04-20,,Sigurður Ingi Jóhannsson (cropped).jpg,Sigurður Ingi Jóhannsson
Member of the 2009-2013 Parliament of Iceland,Ragnheiður Elín Árnadóttir,Q2127304,2009-04-25,2013-04-27,female,1967-09-30,,,Ragnheiður Elín Árnadóttir
Member of the 2009-2013 Parliament of Iceland,Róbert Marshall,Q2179205,2009-04-25,2013-04-27,male,1971-05-31,,,Róbert Marshall
Member of the 2009-2013 Parliament of Iceland,Sigmundur Ernir Rúnarsson,Q2285056,2009-04-25,2013-04-27,male,1961-03-06,,,Sigmundur Ernir Rúnarsson
Member of the 2009-2013 Parliament of Iceland,Álfheiður Ingadóttir,Q250619,2009-04-25,2013-04-27,female,1951-05-01,,Álfheiður Ingadóttir.jpg,Álfheiður Ingadóttir
Member of the 2009-2013 Parliament of Iceland,Árni Johnsen,Q252258,2009-04-25,2013-04-27,male,1944-03-01,,,Árni Johnsen
Member of the 2009-2013 Parliament of Iceland,Árni Páll Árnason,Q252271,2009-04-25,2013-04-27,male,1966-05-23,,Arni-pall-arnason-4.jpg,Árni Páll Árnason
Member of the 2009-2013 Parliament of Iceland,Árni Þór Sigurðsson,Q252296,2009-04-25,2013-04-27,male,1960-07-30,,Árni Þór Sigurðsson.jpg,Árni Þór Sigurðsson
Member of the 2009-2013 Parliament of Iceland,Ásbjörn Óttarsson,Q252486,2009-04-25,2013-04-27,male,1962-11-16,,,Ásbjörn Óttarsson
Member of the 2009-2013 Parliament of Iceland,Ásmundur Einar Daðason,Q252565,2009-04-25,2013-04-27,male,1982-10-29,,Ásmundur Einar Daðason.jpg,Ásmundur Einar Daðason
Member of the 2009-2013 Parliament of Iceland,Ásta Ragnheiður Jóhannesdóttir,Q252586,2009-04-25,2013-04-27,female,1949-10-16,,Asta R. Johannesdottir talman Althingi oppnar Nordiska radets session i Reykjavik 2010.jpg,Ásta Ragnheiður Jóhannesdóttir
Member of the 2009-2013 Parliament of Iceland,Ólína Þorvarðardóttir,Q293062,2009-04-25,2013-04-27,female,1958-09-08,,"Olina Thorvardardottir, Island, Nordiska radets session i Stockholm 2009.jpg",Ólína Þorvarðardóttir
Member of the 2009-2013 Parliament of Iceland,Ólöf Nordal,Q293066,2009-04-25,2013-04-27,female,1966-12-03,2017-02-08,Ólöf Nordal.jpg,Ólöf Nordal
Member of the 2009-2013 Parliament of Iceland,Ögmundur Jónasson,Q294666,2009-04-25,2013-04-27,male,1948-07-17,,Ögmundur Jónasson - November 2016 (cropped).jpg,Ögmundur Jónasson
Member of the 2009-2013 Parliament of Iceland,Þuríður Backman,Q335734,2009-04-25,2013-04-27,female,1948-01-08,,Þuríður Backman.jpg,Þuríður Backman
Member of the 2009-2013 Parliament of Iceland,Þór Saari,Q335776,2009-04-25,2013-04-27,male,1960-06-09,,,Þór Saari
Member of the 2009-2013 Parliament of Iceland,Þórunn Sveinbjarnardóttir,Q335921,2009-04-25,2013-04-27,female,1965-11-22,,"Thorunn Sveinbjarnardottir, miljominister Island under pressmote pa Nordiska radets session i Helsingfors 2008-10-28.jpg",Þórunn Sveinbjarnardóttir
Member of the 2009-2013 Parliament of Iceland,Tryggvi Þór Herbertsson,Q378310,2009-04-25,2013-04-27,male,1963-01-17,,,Tryggvi Þór Herbertsson
Member of the 2009-2013 Parliament of Iceland,Siv Friðleifsdóttir,Q437932,2009-04-25,2013-04-27,female,1962-08-10,,"Siv Fridleifsdottir, Miljo- og nordisk samarbejdsminister, deltar pa mote om vastnorden, sessionen i Oslo 2003.jpg",Siv Friðleifsdóttir
Member of the 2009-2013 Parliament of Iceland,Oddný Guðbjörg Harðardóttir,Q437989,2009-04-25,2013-04-27,female,1957-04-09,,,Oddný G. Harðardóttir
Member of the 2009-2013 Parliament of Iceland,Svandís Svavarsdóttir,Q438056,2009-04-25,2013-04-27,female,1964-08-24,,Islands miljominister Svandis Svavarsdottir. Nordiska radets session i Stockholm 2009.jpg,Svandís Svavarsdóttir
Member of the 2009-2013 Parliament of Iceland,Pétur Blöndal,Q446307,2009-04-25,2013-04-27,male,1944-06-24,2015-06-26,,Pétur Blöndal
Member of the 2009-2013 Parliament of Iceland,Helgi Hjörvar,Q463525,2009-04-25,2013-04-27,male,1967-06-09,,Helgi Hjorvar (A) Island president i Nordiska radet.jpg,Helgi Hjörvar
Member of the 2009-2013 Parliament of Iceland,Sigmundur Davíð Gunnlaugsson,Q463588,2009-04-25,2013-04-27,male,1975-03-12,,Sigmundur Davíð Gunnlaugsson (cropped).jpg,Sigmundur Davíð Gunnlaugsson
Member of the 2009-2013 Parliament of Iceland,Jón Bjarnason,Q463598,2009-04-25,2013-04-27,male,1943-12-26,,Jón Bjarnason.jpg,Jón Bjarnason
Member of the 2009-2013 Parliament of Iceland,Lilja Mósesdóttir,Q467437,2009-04-25,2011-03-21,female,1961-11-11,,,
Member of the 2009-2013 Parliament of Iceland,Steinunn Valdís Óskarsdóttir,Q467461,2009-04-25,2010-06-01,female,1965-04-07,,,Steinunn Valdís Óskarsdóttir
Member of the 2009-2013 Parliament of Iceland,Katrín Jakobsdóttir,Q467464,2009-04-25,2013-04-27,female,1976-02-01,,Katrín Jakobsdóttir (24539871465) (cropped).jpg,Katrín Jakobsdóttir
Member of the 2009-2013 Parliament of Iceland,Steingrímur J. Sigfússon,Q511882,2009-04-25,2013-04-27,male,1955-08-04,,Steingrímur J. Sigfússon norden-1.jpg,Steingrímur J. Sigfússon
Member of the 2009-2013 Parliament of Iceland,Katrín Júlíusdóttir,Q539421,2009-04-25,2013-04-27,female,1974-11-23,,"Katrin Juliusdottir, naringsminister Island. Nordiska radets session i Reykjavik 2010.jpg",Katrín Júlíusdóttir
Member of the 2009-2013 Parliament of Iceland,Margrét Tryggvadóttir,Q539440,2009-04-25,2013-04-27,female,1972-03-20,,,Margrét Tryggvadóttir
Member of the 2009-2013 Parliament of Iceland,Lilja Rafney Magnúsdóttir,Q539467,2009-04-25,2013-04-27,female,1957-06-24,,,Lilja Rafney Magnúsdóttir
Member of the 2009-2013 Parliament of Iceland,Guðfríður Lilja Grétarsdóttir,Q539484,2009-04-25,2013-04-27,female,1972-01-10,,Gudfridur Lilja Gretarsdottir fran Island. Nordiska radets sessionen i Stockholm 2009.jpg,Guðfríður Lilja Grétarsdóttir
Member of the 2009-2013 Parliament of Iceland,Jónína Rós Guðmundsdóttir,Q540028,2009-04-25,2013-04-27,female,1958-07-06,,,Jónína Rós Guðmundsdóttir
Member of the 2009-2013 Parliament of Iceland,Vigdís Hauksdóttir,Q540071,2009-04-25,2013-04-27,female,1965-03-20,,,Vigdís Hauksdóttir
Member of the 2009-2013 Parliament of Iceland,Sigríður Ingibjörg Ingadóttir,Q540109,2009-04-25,2013-04-27,female,1969-05-29,,Sigridur Ingibjorg Ingadottir (A) Island. Nordiska radets session 2009.jpg,Sigríður Ingibjörg Ingadóttir
Member of the 2009-2013 Parliament of Iceland,Valgerður Bjarnadóttir,Q540116,2009-04-25,2013-04-27,female,1950-01-13,,,Valgerður Bjarnadóttir
Member of the 2009-2013 Parliament of Iceland,Gunnar Bragi Sveinsson,Q5618945,2009-04-25,2013-04-27,male,1968-06-09,,Gunnar Bragi Sveinsson at the Pentagon 2014.jpg,Gunnar Bragi Sveinsson
Member of the 2009-2013 Parliament of Iceland,Jóhanna Sigurðardóttir,Q57772,2009-04-25,2013-04-27,female,1942-10-04,,Johanna sigurdardottir official portrait.jpg,Jóhanna Sigurðardóttir
Member of the 2009-2013 Parliament of Iceland,Össur Skarphéðinsson,Q58123,2009-04-25,2013-04-27,male,1953-06-19,,"Ossur Skarphedinsson, utrikesminister Island. Nordiska radets session 2009 (1).jpg",Össur Skarphéðinsson
Member of the 2009-2013 Parliament of Iceland,Atli Gíslason,Q757377,2009-04-25,2011-03-21,male,1947-08-12,,Atli Gíslason.jpg,Atli Gíslason
Member of the 2009-2013 Parliament of Iceland,Birgir Ármannsson,Q865180,2009-04-25,2013-04-27,male,1968-06-12,,"Birgir Armannsson, radsformann for Vestnordisk Rad.jpg",Birgir Ármannsson
Member of the 2009-2013 Parliament of Iceland,Bjarni Benediktsson,Q879376,2009-04-25,2013-04-27,male,1970-01-26,,Bjarni Benediktsson vid Nordiska Radets session i Stockholm.jpg,Bjarni Benediktsson (born 1970)
Member of the 2009-2013 Parliament of Iceland,Björgvin G. Sigurðsson,Q879490,2009-04-25,2013-04-27,male,1970-10-30,,Bjorgvin Gudni Sigurdsson handelsminister och nordisk samarbetsminister Island pa Nordiska radets session i Helsingfors 2008-10-27.jpg,Björgvin G. Sigurðsson
Member of the 2009-2013 Parliament of Iceland,Björn Valur Gíslason,Q879755,2009-04-25,2013-04-27,male,1959-09-20,,,Björn Valur Gíslason
Member of the 2009-2013 Parliament of Iceland,Unnur Brá Konráðsdóttir,Q950297,2009-04-25,2013-04-27,female,1974-04-06,,"Unnur Brá Konráðsdóttir, 2016.jpg",Unnur Brá Konráðsdóttir
Member of the 2009-2013 Parliament of Iceland,Silja Dögg Gunnarsdóttir,Q16425990,2009-05-15,2013-03-27,female,1973-12-15,,Silja Dögg.jpg,Silja Dögg Gunnarsdóttir
Member of the 2009-2013 Parliament of Iceland,Mörður Árnason,Q6950370,2010-06-01,2013-04-27,male,1953-10-30,,,Mörður Árnason
Member of the 2009-2013 Parliament of Iceland,Lilja Mósesdóttir,Q467437,2011-03-21,2013-04-27,female,1961-11-11,,,
Member of the 2009-2013 Parliament of Iceland,Atli Gíslason,Q757377,2011-03-21,2013-04-27,male,1947-08-12,,Atli Gíslason.jpg,Atli Gíslason
Member of the 2009-2013 Parliament of Iceland,Guðmundur Steingrímsson,Q1557755,2011-08-22,2013-04-27,male,1972-10-28,,Gudmundur Steingrimsson 2 (cropped).jpg,Guðmundur Steingrímsson
Member of the 2009-2013 Parliament of Iceland,Birgitta Jónsdóttir,Q144270,2012-11-24,2013-04-27,female,1967-04-17,,"Praha, PiCe, Birgitta Jónsdóttir.jpg",Birgitta Jónsdóttir
Member of the 2007-2009 Parliament of Iceland,Guðni Ágústsson,Q1036680,2007-05-12,2008-11-17,male,1949-04-09,,,Guðni Ágústsson
Member of the 2007-2009 Parliament of Iceland,Einar Kristinn Guðfinnsson,Q1305893,2007-05-12,2009-04-25,male,1955-12-02,,Einar Gudfinnsson fd. fiskeriminister Island. 2009-01-27.jpg,Einar Kristinn Guðfinnsson
Member of the 2007-2009 Parliament of Iceland,Ragnheiður Ríkharðsdóttir,Q1328085,2007-05-12,2009-04-25,female,1949-06-23,,,Ragnheiður Ríkharðsdóttir
Member of the 2007-2009 Parliament of Iceland,Karl V. Matthíasson,Q13605967,2007-05-12,2009-03-13,male,1952-08-12,,"Formand Vestnordisk Rad, Karl V Matthiasson, vid Nordiska Radets Session i Oslo. 2007-11-01. Foto- Magnus Froderberg-norden.org.jpg",
Member of the 2007-2009 Parliament of Iceland,Kjartan Ólafsson,Q13607417,2007-05-12,2009-04-25,male,1953-11-02,,Kjartan Olafsson (Sj.) Island.jpg,
Member of the 2007-2009 Parliament of Iceland,Þorgerður Katrín Gunnarsdóttir,Q139225,2007-05-12,2009-04-25,female,1965-10-04,,"Thorgerdur K. Gunnarsdottir, Islands kulturminister.jpg",Þorgerður Katrín Gunnarsdóttir
Member of the 2007-2009 Parliament of Iceland,Guðbjartur Hannesson,Q1557723,2007-05-12,2009-04-25,male,1950-06-03,2015-10-23,Gudbjartur Hannesson jamstalldhetsminister Island.jpg,Guðbjartur Hannesson
Member of the 2007-2009 Parliament of Iceland,Ellert Björgvinsson Schram,Q15967307,2007-05-12,2009-04-25,male,1939-10-10,,,Ellert Schram
Member of the 2007-2009 Parliament of Iceland,Kristinn H. Gunnarsson,Q16419044,2007-05-12,2009-04-25,male,1952-08-19,,Kristinn H Gunnarsson.jpg,
Member of the 2007-2009 Parliament of Iceland,Ármann Kr. Ólafsson,Q16419293,2007-05-12,2009-04-25,male,1966-07-17,,,
Member of the 2007-2009 Parliament of Iceland,Ásta Möller,Q16419657,2007-05-12,2009-04-25,female,1957-01-12,,,
Member of the 2007-2009 Parliament of Iceland,Arnbjörg Sveinsdóttir,Q16419747,2007-05-12,2009-04-25,female,1956-02-18,,,
Member of the 2007-2009 Parliament of Iceland,Björk Guðjónsdóttir,Q16421265,2007-05-12,2009-04-25,female,1954-01-16,,,
Member of the 2007-2009 Parliament of Iceland,Lúðvík Bergvinsson,Q16421493,2007-05-12,2009-04-25,male,1964-04-29,,,
Member of the 2007-2009 Parliament of Iceland,Einar Már Sigurðarson,Q16422955,2007-05-12,2009-04-25,male,1951-10-29,,,Einar Már Sigurðarson
Member of the 2007-2009 Parliament of Iceland,Einar Oddur Kristjánsson,Q16422960,2007-05-12,2007-07-14,male,1942-12-26,2007-07-14,,
Member of the 2007-2009 Parliament of Iceland,Grétar Mar Jónsson,Q16425617,2007-05-12,2009-04-25,male,1955-04-29,,Grétar Mar Jónsson.jpg,
Member of the 2007-2009 Parliament of Iceland,Gunnar Svavarsson,Q16425816,2007-05-12,2009-04-25,male,1962-09-26,,,
Member of the 2007-2009 Parliament of Iceland,Guðfinna S. Bjarnadóttir,Q16425985,2007-05-12,2009-04-25,female,1957-10-27,,,
Member of the 2007-2009 Parliament of Iceland,Jón Magnússon,Q16429613,2007-05-12,2009-02-18,male,1946-03-23,,Jón Magnússon.jpg,
Member of the 2007-2009 Parliament of Iceland,Höskuldur Þórhallsson,Q1651907,2007-05-12,2009-04-25,male,1973-03-08,,,Höskuldur Þórhallsson
Member of the 2007-2009 Parliament of Iceland,Illugi Gunnarsson,Q1658872,2007-05-12,2009-04-25,male,1967-08-26,,Nordiska radets nyvalda vice president Illugi Gunnarsson.jpg,Illugi Gunnarsson
Member of the 2007-2009 Parliament of Iceland,Jón Gunnarsson,Q1715048,2007-05-12,2009-04-25,male,1956-09-21,,,Jón Gunnarsson
Member of the 2007-2009 Parliament of Iceland,Kristján Þór Júlíusson,Q1789402,2007-05-12,2009-04-25,male,1957-07-15,,Kristjan thor Juliusson (Sj.) Island.jpg,Kristján Þór Júlíusson
Member of the 2007-2009 Parliament of Iceland,Geir Haarde,Q202032,2007-05-12,2009-04-25,male,1951-04-08,,Islands stasminister Geir H. Haarde under presskonferens vid globaliseringsmotet i Riksgransen 2008-04-09.jpg,Geir Haarde
Member of the 2007-2009 Parliament of Iceland,Ragnheiður Elín Árnadóttir,Q2127304,2007-05-12,2009-04-25,female,1967-09-30,,,Ragnheiður Elín Árnadóttir
Member of the 2007-2009 Parliament of Iceland,Sigurður Kári Kristjánsson,Q2285487,2007-05-12,2009-04-25,male,1973-05-09,,,Sigurður Kári Kristjánsson
Member of the 2007-2009 Parliament of Iceland,Álfheiður Ingadóttir,Q250619,2007-05-12,2009-04-25,female,1951-05-01,,Álfheiður Ingadóttir.jpg,Álfheiður Ingadóttir
Member of the 2007-2009 Parliament of Iceland,Árni Johnsen,Q252258,2007-05-12,2009-04-25,male,1944-03-01,,,Árni Johnsen
Member of the 2007-2009 Parliament of Iceland,Árni Mathiesen,Q252264,2007-05-12,2009-04-25,male,1958-10-02,,"Arni M. Mathiesen, finansminister Island, under sessioen i Kopenhamn 2006.jpg",Árni Mathiesen
Member of the 2007-2009 Parliament of Iceland,Árni Páll Árnason,Q252271,2007-05-12,2009-04-25,male,1966-05-23,,Arni-pall-arnason-4.jpg,Árni Páll Árnason
Member of the 2007-2009 Parliament of Iceland,Árni Þór Sigurðsson,Q252296,2007-05-12,2009-04-25,male,1960-07-30,,Árni Þór Sigurðsson.jpg,Árni Þór Sigurðsson
Member of the 2007-2009 Parliament of Iceland,Ásta Ragnheiður Jóhannesdóttir,Q252586,2007-05-12,2009-04-25,female,1949-10-16,,Asta R. Johannesdottir talman Althingi oppnar Nordiska radets session i Reykjavik 2010.jpg,Ásta Ragnheiður Jóhannesdóttir
Member of the 2007-2009 Parliament of Iceland,Ingibjörg Sólrún Gísladóttir,Q262299,2007-05-12,2009-04-25,female,1954-12-31,,"Ingibjorg Solrun Gisladottir (s) Island, talar vid Nordiska radets session i Kopenhamn 2006.jpg",Ingibjörg Sólrún Gísladóttir
Member of the 2007-2009 Parliament of Iceland,Ólöf Nordal,Q293066,2007-05-12,2009-04-25,female,1966-12-03,2017-02-08,Ólöf Nordal.jpg,Ólöf Nordal
Member of the 2007-2009 Parliament of Iceland,Ögmundur Jónasson,Q294666,2007-05-12,2009-04-25,male,1948-07-17,,Ögmundur Jónasson - November 2016 (cropped).jpg,Ögmundur Jónasson
Member of the 2007-2009 Parliament of Iceland,Þuríður Backman,Q335734,2007-05-12,2009-04-25,female,1948-01-08,,Þuríður Backman.jpg,Þuríður Backman
Member of the 2007-2009 Parliament of Iceland,Þórunn Sveinbjarnardóttir,Q335921,2007-05-12,2009-04-25,female,1965-11-22,,"Thorunn Sveinbjarnardottir, miljominister Island under pressmote pa Nordiska radets session i Helsingfors 2008-10-28.jpg",Þórunn Sveinbjarnardóttir
Member of the 2007-2009 Parliament of Iceland,Siv Friðleifsdóttir,Q437932,2007-05-12,2009-04-25,female,1962-08-10,,"Siv Fridleifsdottir, Miljo- og nordisk samarbejdsminister, deltar pa mote om vastnorden, sessionen i Oslo 2003.jpg",Siv Friðleifsdóttir
Member of the 2007-2009 Parliament of Iceland,Pétur Blöndal,Q446307,2007-05-12,2009-04-25,male,1944-06-24,2015-06-26,,Pétur Blöndal
Member of the 2007-2009 Parliament of Iceland,Helgi Hjörvar,Q463525,2007-05-12,2009-04-25,male,1967-06-09,,Helgi Hjorvar (A) Island president i Nordiska radet.jpg,Helgi Hjörvar
Member of the 2007-2009 Parliament of Iceland,Jón Bjarnason,Q463598,2007-05-12,2009-04-25,male,1943-12-26,,Jón Bjarnason.jpg,Jón Bjarnason
Member of the 2007-2009 Parliament of Iceland,Kristján L. Möller,Q463602,2007-05-12,2009-04-25,male,1953-06-26,,Jól - Kristján L. Möller samgönguráðherra.jpg,Kristján L. Möller
Member of the 2007-2009 Parliament of Iceland,Kolbrún Halldórsdóttir,Q467455,2007-05-12,2009-04-25,female,1955-07-31,,Kolbrún Halldórsdóttir.jpg,Kolbrún Halldórsdóttir
Member of the 2007-2009 Parliament of Iceland,Steinunn Valdís Óskarsdóttir,Q467461,2007-05-12,2009-04-25,female,1965-04-07,,,Steinunn Valdís Óskarsdóttir
